document,field,gold_state,gold_derivation,gold_value,value_exact_native,value_exact_ocr,value_typed_native,value_typed_ocr,value_fuzzy_native,value_fuzzy_ocr,value_located_native,value_located_ocr,value_located_pages_native,value_located_pages_ocr,value_on_gold_page_native,value_on_gold_page_ocr,span_exact_native,span_exact_ocr,span_fuzzy_ocr,note
sds_03.pdf,substance_or_mixture,PRESENT,EXPLICIT,MIXTURE,yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;5;7;10,1;2;3;5;7;10,yes,yes,yes,yes,yes,
sds_03.pdf,product_cas_number,NOT_APPLICABLE,EXPLICIT,,,,,,,,,,,,,,yes,yes,yes,
sds_03.pdf,chemical_formula,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_03.pdf,molecular_weight,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_03.pdf,flash_point,PRESENT,EXPLICIT,Non Flammable (>60 ºC),yes,yes,no,no,yes,yes,yes,yes,6,6,yes,yes,yes,yes,yes,
sds_03.pdf,ingredient_cas:1219458-07-7,PRESENT,EXPLICIT,1219458-07-7,yes,yes,yes,yes,yes,yes,yes,yes,2;4;8;9,2;9,yes,yes,yes,yes,yes,
sds_03.pdf,ingredient_cas:1477-55-0,PRESENT,EXPLICIT,1477-55-0,yes,yes,yes,yes,yes,yes,yes,yes,2;4;8;9,2;9,yes,yes,yes,yes,yes,
sds_03.pdf,ingredient_cas:2634-33-5,PRESENT,EXPLICIT,2634-33-5,yes,yes,yes,yes,yes,yes,yes,yes,2;4;5;8;9,2;4;9,yes,yes,yes,yes,yes,
sds_03.pdf,ingredient_cas:55965-84-9,PRESENT,EXPLICIT,55965-84-9,yes,yes,yes,yes,yes,yes,yes,yes,2;8;9,2;8,yes,yes,yes,yes,yes,
sds_04.pdf,product_name,PRESENT,EXPLICIT,R-134a,yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;4;5;6;7,1;2;3;4;5;6;7,yes,yes,yes,yes,yes,
sds_04.pdf,supplier_name,PRESENT,EXPLICIT,"National Refrigerants, Inc.",yes,yes,yes,yes,yes,yes,yes,yes,1;7,1;2;3;4;5;6;7,yes,yes,yes,yes,yes,
sds_04.pdf,substance_or_mixture,PRESENT,COMPOSITION_IMPLIED,SUBSTANCE,yes,yes,yes,yes,yes,yes,yes,yes,6,6,no,no,yes,yes,yes,
sds_04.pdf,product_cas_number,PRESENT,EXPLICIT,811-97-2,yes,yes,yes,yes,yes,yes,yes,yes,2,2,yes,yes,yes,yes,yes,
sds_04.pdf,chemical_formula,PRESENT,EXPLICIT,F3CCH2F,no,no,yes,no,no,no,no,no,,,no,no,yes,no,yes,value not locatable in native; value not locatable in ocr; gold span missing from ocr
sds_04.pdf,molecular_weight,PRESENT,EXPLICIT,102,yes,yes,no,no,yes,yes,yes,yes,4,4,yes,yes,yes,yes,yes,
sds_04.pdf,flash_point,NOT_APPLICABLE,EXPLICIT,,,,,,,,,,,,,,yes,yes,yes,
sds_04.pdf,ingredient_cas:811-97-2,PRESENT,EXPLICIT,811-97-2,yes,yes,yes,yes,yes,yes,yes,yes,2,2,yes,yes,yes,yes,yes,
sds_05.pdf,product_name,PRESENT,EXPLICIT,MOBIL SHC PM 220,yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;4;5;6;7;8;9;10;11;12;13,1;2;3;4;5;6;7;8;9;10;11;12;13,yes,yes,yes,yes,yes,
sds_05.pdf,supplier_name,PRESENT,EXPLICIT,ExxonMobil Petroleum & Chemical BV,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_05.pdf,substance_or_mixture,PRESENT,EXPLICIT,MIXTURE,yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;11,1;2;3;11,yes,yes,yes,yes,yes,
sds_05.pdf,product_cas_number,NOT_APPLICABLE,EXPLICIT,,,,,,,,,,,,,,yes,yes,yes,
sds_05.pdf,chemical_formula,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_05.pdf,molecular_weight,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_05.pdf,flash_point,PRESENT,EXPLICIT,>225°C (437°F) [ASTM D-92],yes,yes,yes,yes,yes,yes,yes,yes,3;7,3;7,yes,yes,yes,yes,yes,
sds_05.pdf,ingredient_cas:64742-54-7,PRESENT,EXPLICIT,64742-54-7,yes,no,yes,no,yes,no,yes,no,2,,yes,no,yes,no,no,value not locatable in ocr; gold span missing from ocr
sds_05.pdf,ingredient_cas:1330-78-5,PRESENT,EXPLICIT,1330-78-5,yes,yes,yes,yes,yes,yes,yes,yes,2,2,yes,yes,yes,yes,yes,
sds_06.pdf,product_name,PRESENT,EXPLICIT,"Wood and Wood Dust (without chemical treatments or resins/additives), including Untreated Lumber (all species and grades), Logs, Chips, and Sawdust",yes,yes,yes,yes,yes,yes,yes,yes,1;10,1;10,yes,yes,yes,yes,yes,
sds_06.pdf,supplier_name,PRESENT,EXPLICIT,Weyerhaeuser,yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;4;5;6;7;8;9;10,1;2;3;4;5;6;7;8;9;10,yes,yes,yes,yes,yes,
sds_06.pdf,substance_or_mixture,NOT_STATED,ABSENT,,,,,,,,,,,,,,,,,
sds_06.pdf,product_cas_number,NOT_STATED,ABSENT,,,,,,,,,,,,,,,,,
sds_06.pdf,chemical_formula,NOT_STATED,ABSENT,,,,,,,,,,,,,,,,,
sds_06.pdf,molecular_weight,NOT_STATED,ABSENT,,,,,,,,,,,,,,,,,
sds_06.pdf,flash_point,NOT_APPLICABLE,EXPLICIT,,,,,,,,,,,,,,yes,no,no,gold span missing from ocr
sds_07.pdf,product_name,PRESENT,EXPLICIT,Standard Capacity T/C (Cyan) S050193,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_07.pdf,supplier_name,PRESENT,EXPLICIT,EPSON Australia Pty Limited,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_07.pdf,substance_or_mixture,PRESENT,EXPLICIT,MIXTURE,yes,yes,yes,yes,yes,yes,yes,yes,1;4;5,1;4;5,yes,yes,yes,yes,yes,
sds_07.pdf,product_cas_number,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_07.pdf,chemical_formula,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_07.pdf,molecular_weight,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_07.pdf,flash_point,NOT_APPLICABLE,EXPLICIT,,,,,,,,,,,,,,yes,yes,yes,
sds_07.pdf,ingredient_cas:1309-37-1,PRESENT,EXPLICIT,1309-37-1,yes,yes,yes,yes,yes,yes,yes,yes,1;3,1;3,yes,yes,yes,yes,yes,
sds_07.pdf,ingredient_cas:7631-86-9,PRESENT,EXPLICIT,7631-86-9,yes,yes,yes,yes,yes,yes,yes,yes,2,2,yes,yes,yes,yes,yes,
sds_07.pdf,ingredient_cas:1333-86-4,PRESENT,EXPLICIT,1333-86-4,yes,yes,yes,yes,yes,yes,yes,yes,2;3;5,2;3;5,yes,yes,yes,yes,yes,
sds_07.pdf,ingredient_cas:13463-67-7,PRESENT,EXPLICIT,13463-67-7,yes,yes,yes,yes,yes,yes,yes,yes,2;3,2;3,yes,yes,yes,yes,yes,
sds_08.pdf,product_name,PRESENT,EXPLICIT,Revygold,yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,yes,yes,yes,yes,yes,
sds_08.pdf,supplier_name,PRESENT,EXPLICIT,BASF SE,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,no,no,gold span missing from ocr
sds_08.pdf,substance_or_mixture,PRESENT,EXPLICIT,MIXTURE,yes,yes,yes,yes,yes,yes,yes,yes,1;3;4;6;7;10;18;19;20,1;3;4;6;7;10;18;19;20,yes,yes,yes,yes,yes,
sds_08.pdf,product_cas_number,NOT_APPLICABLE,EXPLICIT,,,,,,,,,,,,,,yes,yes,yes,
sds_08.pdf,chemical_formula,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_08.pdf,molecular_weight,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_08.pdf,flash_point,PRESENT,EXPLICIT,120 °C,yes,no,no,no,yes,no,yes,no,9,,yes,no,yes,no,yes,value not locatable in ocr; gold span missing from ocr
sds_08.pdf,ingredient_cas:1417782-03-6,PRESENT,EXPLICIT,1417782-03-6,yes,yes,yes,yes,yes,yes,yes,yes,4,4,yes,yes,yes,yes,yes,
sds_08.pdf,ingredient_cas:907204-31-3,PRESENT,EXPLICIT,907204-31-3,yes,yes,yes,yes,yes,yes,yes,yes,4,4,yes,yes,yes,yes,yes,
sds_08.pdf,ingredient_cas:14433-76-2,PRESENT,EXPLICIT,14433-76-2,yes,yes,yes,yes,yes,yes,yes,yes,4,4,yes,yes,yes,no,yes,gold span missing from ocr
sds_08.pdf,ingredient_cas:80-62-6,PRESENT,EXPLICIT,80-62-6,yes,yes,yes,yes,yes,yes,yes,yes,5;8,5;8,yes,yes,yes,no,yes,gold span missing from ocr
sds_08.pdf,ingredient_cas:2156-97-0,PRESENT,EXPLICIT,2156-97-0,yes,yes,yes,yes,yes,yes,yes,yes,5,5,yes,yes,yes,no,yes,gold span missing from ocr
sds_08.pdf,ingredient_cas:21643-42-5,PRESENT,EXPLICIT,21643-42-5,yes,yes,yes,yes,yes,yes,yes,yes,5,5,yes,yes,yes,no,yes,gold span missing from ocr
sds_09.pdf,product_name,PRESENT,EXPLICIT,"VISOCOLOR HE Nitrite, refill pack",yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;4;5;6;7;8;9;10,1;2;3;4;5;6;7;8;9;10,yes,yes,yes,yes,yes,
sds_09.pdf,supplier_name,PRESENT,EXPLICIT,MACHEREY-NAGEL GmbH & Co. KG,yes,yes,yes,yes,yes,yes,yes,yes,1;9,1;2;3;4;5;6;7;8;9;10,yes,yes,yes,yes,yes,
sds_09.pdf,substance_or_mixture,PRESENT,COMPOSITION_IMPLIED,MIXTURE,yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;4;6;7;8,1;2;3;4;6;7;8,yes,yes,yes,yes,yes,
sds_09.pdf,product_cas_number,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_09.pdf,chemical_formula,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_09.pdf,molecular_weight,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_09.pdf,flash_point,NO_DATA,EXPLICIT,,,,,,,,,,,,,,yes,yes,yes,
sds_09.pdf,ingredient_cas:7647-14-5,PRESENT,EXPLICIT,7647-14-5,yes,yes,yes,yes,yes,yes,yes,yes,3;4;6;7,3;4;6;7,yes,yes,yes,yes,yes,
sds_09.pdf,ingredient_cas:63-74-1,PRESENT,EXPLICIT,63-74-1,yes,yes,yes,yes,yes,yes,yes,yes,3;4;7,3;4;7,yes,yes,yes,yes,yes,
sds_09.pdf,ingredient_cas:7664-38-2,PRESENT,EXPLICIT,7664-38-2,yes,yes,yes,yes,yes,yes,yes,yes,3;5;7,3;5;7,yes,yes,yes,yes,yes,
sds_10.pdf,product_name,PRESENT,EXPLICIT,CIP Composites,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_10.pdf,supplier_name,PRESENT,EXPLICIT,Columbia Industrial Products,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_10.pdf,substance_or_mixture,NOT_STATED,ABSENT,,,,,,,,,,,,,,,,,
sds_10.pdf,product_cas_number,NOT_STATED,ABSENT,,,,,,,,,,,,,,,,,
sds_10.pdf,chemical_formula,NOT_STATED,ABSENT,,,,,,,,,,,,,,,,,
sds_10.pdf,molecular_weight,NOT_STATED,ABSENT,,,,,,,,,,,,,,,,,
sds_10.pdf,flash_point,NO_DATA,EXPLICIT,,,,,,,,,,,,,,yes,yes,yes,
sds_11.pdf,product_name,PRESENT,EXPLICIT,LD COVID-19 IgG Rapid Test,yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;4;5;6;7;8;9;10,1;2;3;4;5;6;7;8;9;10,yes,yes,yes,yes,yes,
sds_11.pdf,supplier_name,PRESENT,EXPLICIT,Lionex GmbH,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_11.pdf,substance_or_mixture,PRESENT,EXPLICIT,MIXTURE,yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;6;7;9;10,1;2;3;6;7;9;10,yes,yes,yes,yes,yes,
sds_11.pdf,product_cas_number,NOT_APPLICABLE,EXPLICIT,,,,,,,,,,,,,,yes,yes,yes,
sds_11.pdf,chemical_formula,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_11.pdf,molecular_weight,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_11.pdf,flash_point,NO_DATA,EXPLICIT,,,,,,,,,,,,,,yes,yes,yes,
sds_11.pdf,ingredient_cas:30007-47-7,PRESENT,EXPLICIT,30007-47-7,yes,yes,yes,yes,yes,yes,yes,yes,2;4,2;4,yes,yes,yes,yes,yes,
sds_11.pdf,ingredient_cas:9004-70-0,PRESENT,EXPLICIT,9004-70-0,yes,no,yes,no,yes,no,yes,no,2,,yes,no,yes,no,no,value not locatable in ocr; gold span missing from ocr
sds_11.pdf,ingredient_cas:10043-35-3,PRESENT,EXPLICIT,10043-35-3,yes,yes,yes,yes,yes,yes,yes,yes,2;8,2,yes,yes,yes,yes,yes,
sds_12.pdf,product_name,PRESENT,EXPLICIT,Bone Meal,yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;4;5;6;7;8;9;10,1;2;3;4;5;6;7;8;9;10,yes,yes,yes,yes,yes,
sds_12.pdf,supplier_name,PRESENT,EXPLICIT,Westland Horticulture Ltd,yes,yes,yes,yes,yes,yes,yes,yes,1;10,1;10,yes,yes,yes,yes,yes,
sds_12.pdf,substance_or_mixture,PRESENT,EXPLICIT,MIXTURE,yes,yes,yes,yes,yes,yes,yes,yes,1;2;7;9,1;2;7;9,yes,yes,yes,yes,yes,
sds_12.pdf,product_cas_number,NOT_APPLICABLE,EXPLICIT,,,,,,,,,,,,,,yes,yes,yes,
sds_12.pdf,chemical_formula,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_12.pdf,molecular_weight,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_12.pdf,flash_point,NO_DATA,EXPLICIT,,,,,,,,,,,,,,yes,no,no,gold span missing from ocr
sds_12.pdf,ingredient_cas:7631-89-9,PRESENT,EXPLICIT,7631-89-9,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_13.pdf,product_name,PRESENT,EXPLICIT,Argon,yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;4;5;6;7;8;9;10;11,1;2;8,yes,yes,yes,yes,yes,
sds_13.pdf,supplier_name,PRESENT,EXPLICIT,"Airgas USA, LLC",yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_13.pdf,substance_or_mixture,PRESENT,EXPLICIT,SUBSTANCE,yes,yes,yes,yes,yes,yes,yes,yes,1;2;4;9,1;2;4;9,yes,yes,yes,yes,yes,
sds_13.pdf,product_cas_number,PRESENT,EXPLICIT,7440-37-1,yes,no,yes,no,yes,no,yes,no,2,,yes,no,yes,no,no,value not locatable in ocr; gold span missing from ocr
sds_13.pdf,chemical_formula,NOT_STATED,ABSENT,,,,,,,,,,,,,,,,,
sds_13.pdf,molecular_weight,PRESENT,EXPLICIT,39.95 g/mole,yes,yes,no,no,yes,yes,yes,yes,5,5,yes,yes,yes,yes,yes,
sds_13.pdf,flash_point,NOT_APPLICABLE,EXPLICIT,,,,,,,,,,,,,,yes,yes,yes,
sds_13.pdf,ingredient_cas:7440-37-1,PRESENT,EXPLICIT,7440-37-1,yes,no,yes,no,yes,no,yes,no,2,,yes,no,yes,no,no,value not locatable in ocr; gold span missing from ocr
sds_14.pdf,product_name,PRESENT,EXPLICIT,Dalgety 6 in 1 B12 Vaccine,yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;4;5;6,1;2;3;4;5;6,yes,yes,yes,yes,yes,
sds_14.pdf,supplier_name,PRESENT,EXPLICIT,Nutrien Ag Solutions Limited,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_14.pdf,substance_or_mixture,PRESENT,EXPLICIT,MIXTURE,yes,yes,yes,yes,yes,yes,yes,yes,1;2;4;6,1;2;4;6,yes,yes,yes,yes,yes,
sds_14.pdf,product_cas_number,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_14.pdf,chemical_formula,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_14.pdf,molecular_weight,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_14.pdf,flash_point,PRESENT,EXPLICIT,does not flash up to boiling point,yes,yes,yes,yes,yes,yes,yes,yes,4,4,yes,yes,yes,yes,yes,
sds_14.pdf,ingredient_cas:22465-48-1,PRESENT,EXPLICIT,22465-48-1,yes,no,yes,no,yes,no,yes,no,1,,yes,no,yes,no,no,value not locatable in ocr; gold span missing from ocr
sds_14.pdf,ingredient_cas:54-64-8,PRESENT,EXPLICIT,54-64-8,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_15.pdf,product_name,PRESENT,EXPLICIT,TAMMSWELD - 55 GALLON DRUM - MTO,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_15.pdf,supplier_name,PRESENT,EXPLICIT,EUCLID CHEMICAL COMPANY,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_15.pdf,substance_or_mixture,PRESENT,EXPLICIT,MIXTURE,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_15.pdf,product_cas_number,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_15.pdf,chemical_formula,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_15.pdf,molecular_weight,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_15.pdf,flash_point,NO_DATA,EXPLICIT,,,,,,,,,,,,,,yes,yes,yes,
sds_16.pdf,product_name,PRESENT,EXPLICIT,"Sand, Ottawa",yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;4;5;6;7;8;9;10,1;2;3;4;5;6;7;8;9;10,yes,yes,yes,yes,yes,
sds_16.pdf,supplier_name,PRESENT,EXPLICIT,Fisher Scientific UK,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_16.pdf,substance_or_mixture,PRESENT,EXPLICIT,SUBSTANCE,yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;4;7;8;9;10,1;2;3;4;7;8;9;10,yes,yes,yes,yes,yes,
sds_16.pdf,product_cas_number,PRESENT,EXPLICIT,14808-60-7,yes,yes,yes,yes,yes,yes,yes,yes,1;2;8;9,1;2;8;9,yes,yes,yes,yes,yes,
sds_16.pdf,chemical_formula,PRESENT,EXPLICIT,O2 Si,yes,yes,yes,yes,yes,yes,yes,yes,1;5,1,yes,yes,yes,yes,yes,
sds_16.pdf,molecular_weight,PRESENT,EXPLICIT,60.08,yes,yes,no,no,yes,yes,yes,yes,5,5,yes,yes,yes,yes,yes,
sds_16.pdf,flash_point,NO_DATA,EXPLICIT,,,,,,,,,,,,,,yes,yes,yes,
sds_16.pdf,ingredient_cas:14808-60-7,PRESENT,EXPLICIT,14808-60-7,yes,yes,yes,yes,yes,yes,yes,yes,1;2;8;9,1;2;8;9,yes,yes,yes,no,no,gold span missing from ocr
sds_17.pdf,product_name,PRESENT,EXPLICIT,MEL-ROL,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_17.pdf,supplier_name,PRESENT,EXPLICIT,"W. R. MEADOWS, INC.",yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_17.pdf,substance_or_mixture,PRESENT,EXPLICIT,ARTICLE,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,no,no,gold span missing from ocr
sds_17.pdf,product_cas_number,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,no,no,gold span missing from ocr
sds_17.pdf,chemical_formula,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,no,no,gold span missing from ocr
sds_17.pdf,molecular_weight,NOT_STATED,ABSENT,,,,,,,,,,,,,,,,,
sds_17.pdf,flash_point,NOT_APPLICABLE,EXPLICIT,,,,,,,,,,,,,,yes,yes,yes,
sds_17.pdf,ingredient_cas:8052-42-4,PRESENT,EXPLICIT,8052-42-4,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_18.pdf,product_name,PRESENT,EXPLICIT,3M™ Semi-Rigid Plastic Repair PN 04240,yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,1;2;3;6;9;10;11;12;13;14;15;16;17;18;20;21;22;24,yes,yes,yes,yes,yes,
sds_18.pdf,supplier_name,PRESENT,EXPLICIT,3M,yes,yes,yes,yes,yes,yes,yes,yes,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,1;2;3;6;9;10;11;12;13;14;15;16;17;18;20;21;22;23;24,yes,yes,yes,yes,yes,
