document,field,gold_state,predicted_state,gold_value,predicted_value,gold_derivation,predicted_derivation,gold_rule,predicted_rule,evidence_role,gold_pages,predicted_page,gold_evidence,predicted_evidence,state,value,page,span,bbox,derivation,support,span_coverage,span_iou,span_dilution,bbox_coverage,bbox_iou,bbox_dilution,verbatim,verbatim_fuzzy_score,joint_correct,confidence,gold_requires_evidence,gold_ambiguous,bbox_provenance,support_note,note
sds_02.pdf,product_cas_number,NOT_APPLICABLE,NOT_STATED,,,ONTOLOGY,DIRECT,identifier_undefined_for_form,,premise,4,,Substance or preparation: Preparation,,violated,satisfied,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_02.pdf,chemical_formula,NOT_APPLICABLE,NOT_STATED,,,ONTOLOGY,DIRECT,identifier_undefined_for_form,,premise,4,,Substance or preparation: Preparation,,violated,satisfied,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_02.pdf,molecular_weight,NOT_APPLICABLE,NOT_STATED,,,EXPLICIT,DIRECT,,,direct,5,,Molecular Weight : N/A,,violated,satisfied,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_02.pdf,flash_point,NOT_STATED,NOT_STATED,,,ABSENT,DIRECT,,,direct,,,,,satisfied,satisfied,n/a,n/a,n/a,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,True,0.0,False,False,none,,
sds_03.pdf,product_name,PRESENT,PRESENT,STYCCOBOND F49 BASE,STYCCOBOND F49 BASE,EXPLICIT,DIRECT,,,direct,1,,Product identifier: STYCCOBOND F49 BASE,,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_03.pdf,supplier_name,PRESENT,PRESENT,F. Ball and Co. Ltd.,F. Ball and Co. Ltd.,EXPLICIT,DIRECT,,,direct,1,,Details of the supplier of the safety data sheet: F. Ball and Co. Ltd.,,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_03.pdf,substance_or_mixture,PRESENT,NOT_APPLICABLE,MIXTURE,,EXPLICIT,DERIVED,,composition_implies_form,direct,"1,2",1,"Chemical description: Mixture of polymers, dispersants and organic compounds | Substance: Non-applicable",3.1 Substance: Non-applicable | 3.2 Mixture: - CONTINUED ON NEXT PAGE -,violated,violated,satisfied,satisfied,satisfied,violated,violated,1.0000,0.6667,1.50,1.0000,0.6731,1.49,False,76.9,False,0.0,True,False,system,citation is not verbatim,"cited quote does not occur verbatim on the cited page; gold is direct, prediction is derived"
sds_03.pdf,product_cas_number,NOT_APPLICABLE,NOT_STATED,,,EXPLICIT,DIRECT,,,direct,1,,Substance: Non-applicable,,violated,satisfied,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_03.pdf,chemical_formula,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"1,2",2,"Chemical description: Mixture of polymers, dispersants and organic compounds | Substance: Non-applicable",3.2 Mixture: - CONTINUED ON NEXT PAGE -,satisfied,satisfied,satisfied,violated,violated,satisfied,violated,0.1111,0.0625,0.89,0.0000,0.0000,0.00,False,76.9,False,0.0,True,False,none,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_03.pdf,molecular_weight,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"1,2",2,"Chemical description: Mixture of polymers, dispersants and organic compounds | Substance: Non-applicable",3.2 Mixture: - CONTINUED ON NEXT PAGE -,satisfied,satisfied,satisfied,violated,violated,satisfied,violated,0.1111,0.0625,0.89,0.0000,0.0000,0.00,False,76.9,False,0.0,True,False,none,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_03.pdf,flash_point,PRESENT,PRESENT,Non Flammable (>60 ºC),Non Flammable (>60 ºC),EXPLICIT,DIRECT,,,direct,6,6,Flash Point: Non Flammable (>60 ºC),Flammability: Flash Point: Non Flammable (>60 ºC),satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,1.0000,0.8571,1.17,1.0000,0.4127,2.42,True,0.0,False,0.0,True,False,system,,
sds_04.pdf,product_name,PRESENT,PRESENT,R-134a,R-134a,EXPLICIT,DIRECT,,,direct,1,,PRODUCT NAME: R-134a,,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_04.pdf,supplier_name,PRESENT,PRESENT,"National Refrigerants, Inc.","National Refrigerants, Inc.",EXPLICIT,DIRECT,,,direct,1,,"DISTRIBUTOR: National Refrigerants, Inc.",,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_04.pdf,substance_or_mixture,PRESENT,PRESENT,SUBSTANCE,SUBSTANCE,COMPOSITION_IMPLIED,DIRECT,composition_implies_form,,premise,2,,"1,1,1,2-Tetrafluoroethane 811-97-2 100 | There are no impurities or stabilizers that contribute to the classification of the material identified in Section 2",,satisfied,satisfied,violated,violated,violated,violated,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,"gold is derived, prediction is direct"
sds_04.pdf,product_cas_number,PRESENT,NOT_STATED,811-97-2,,EXPLICIT,DIRECT,,,direct,2,,"1,1,1,2-Tetrafluoroethane 811-97-2 100",,violated,violated,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_04.pdf,chemical_formula,PRESENT,PRESENT,F3CCH2F,F3CCH2F,EXPLICIT,DIRECT,,,direct,4,,CHEMICAL FORMULA: F3CCH2 F,,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_04.pdf,molecular_weight,PRESENT,PRESENT,102,{102},EXPLICIT,DIRECT,,,direct,4,,MOLECULAR WEIGHT: 102,,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_04.pdf,flash_point,NOT_APPLICABLE,NOT_APPLICABLE,,,EXPLICIT,DIRECT,,,direct,"2,5",,"FLASH POINT: Gas, not applicable per DOT regulations | FLASH POINT: Not applicable",,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_05.pdf,product_name,PRESENT,PRESENT,MOBIL SHC PM 220,MOBIL SHC PM 220,EXPLICIT,DIRECT,,,direct,1,,Product Name: MOBIL SHC PM 220 | Product Name: MOBIL SHC PM 220,,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_05.pdf,supplier_name,PRESENT,PRESENT,ExxonMobil Petroleum & Chemical BV,ExxonMobil Petroleum & Chemical BV,EXPLICIT,DIRECT,,,direct,1,,Supplier: ExxonMobil Petroleum & Chemical BV,,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_05.pdf,substance_or_mixture,PRESENT,PRESENT,MIXTURE,MIXTURE,EXPLICIT,DERIVED,,composition_implies_form,direct,2,2,3.1. SUBSTANCES Not Applicable. This material is regulated as a mixture. | This material is defined as a mixture.,3.1. SUBSTANCES Not Applicable. This material is regulated as a mixture. | 3.2. MIXTURES This material is defined as a mixture.,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,False,0.0,True,False,system,composition establishes MIXTURE,"gold is direct, prediction is derived"
sds_05.pdf,product_cas_number,NOT_APPLICABLE,NOT_STATED,,,EXPLICIT,DIRECT,,,direct,2,,3.1. SUBSTANCES Not Applicable. This material is regulated as a mixture.,,violated,satisfied,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_05.pdf,chemical_formula,NOT_APPLICABLE,NOT_STATED,,,ONTOLOGY,DIRECT,identifier_undefined_for_form,,premise,2,,This material is defined as a mixture. | 3.1. SUBSTANCES Not Applicable. This material is regulated as a mixture.,,violated,satisfied,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_05.pdf,molecular_weight,NOT_APPLICABLE,NOT_STATED,,,ONTOLOGY,DIRECT,identifier_undefined_for_form,,premise,2,,This material is defined as a mixture. | 3.1. SUBSTANCES Not Applicable. This material is regulated as a mixture.,,violated,satisfied,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_05.pdf,flash_point,PRESENT,PRESENT,>225°C (437°F) [ASTM D-92],>225°C (437°F) [ASTM D-92],EXPLICIT,DIRECT,,,direct,"3,7",,Flash Point [Method]: >225°C (437°F) [ASTM D-92] | Flash Point [Method]: >225°C (437°F) [ASTM D-92],,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_06.pdf,product_name,PRESENT,PRESENT,"Wood and Wood Dust (without chemical treatments or resins/additives), including Untreated Lumber (all species and grades), Logs, Chips, and Sawdust","Wood and Wood Dust (without chemical treatments or resins/additives), including Untreated Lumber (all species and grades), Logs, Chips, and Sawdust",EXPLICIT,DIRECT,,,direct,1,,"TRADE NAME(S): Wood and Wood Dust (without chemical treatments or resins/additives), including Untreated Lumber (all species and grades), Logs, Chips, and Sawdust",,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_06.pdf,supplier_name,PRESENT,PRESENT,Weyerhaeuser,Weyerhaeuser,EXPLICIT,DIRECT,,,direct,1,,MANUFACTURER'S NAME: Weyerhaeuser,,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_06.pdf,substance_or_mixture,NOT_STATED,NOT_APPLICABLE,,,ABSENT,DIRECT,,,direct,,,,,violated,satisfied,n/a,n/a,n/a,n/a,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,False,False,none,no citation,
sds_06.pdf,product_cas_number,NOT_STATED,NOT_APPLICABLE,,,ABSENT,DIRECT,,,direct,,,,,violated,satisfied,n/a,n/a,n/a,n/a,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,False,False,none,no citation,
sds_06.pdf,chemical_formula,NOT_STATED,NOT_APPLICABLE,,,ABSENT,DIRECT,,,direct,,,,,violated,satisfied,n/a,n/a,n/a,n/a,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,False,False,none,no citation,
sds_06.pdf,molecular_weight,NOT_STATED,NOT_APPLICABLE,,,ABSENT,DIRECT,,,direct,,,,,violated,satisfied,n/a,n/a,n/a,n/a,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,False,False,none,no citation,
sds_06.pdf,flash_point,NOT_APPLICABLE,NOT_APPLICABLE,,,EXPLICIT,DIRECT,,,direct,5,,Flash Point: NAP,,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_07.pdf,product_name,PRESENT,PRESENT,Standard Capacity T/C (Cyan) S050193,Standard Capacity T/C (Cyan) S050193,EXPLICIT,DIRECT,,,direct,1,,Trade name: Standard Capacity T/C (Cyan) S050193,,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_07.pdf,supplier_name,PRESENT,PRESENT,EPSON Australia Pty Limited,"EPSON Australia Pty Limited, EPSON New Zealand Pty Limited",EXPLICIT,DIRECT,,,direct,1,,Supplier in Astralia: EPSON Australia Pty Limited | Supplier in New Zealand: EPSON New Zealand Pty Limited,,satisfied,violated,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,True,none,no citation,
sds_07.pdf,substance_or_mixture,PRESENT,PRESENT,MIXTURE,MIXTURE,EXPLICIT,DERIVED,,composition_implies_form,direct,1,1,Mixture identification: | Mixtures Hazardous components within the meaning of GHS regulation and related classifications:,"60% ~ 70% Styrene / acrylate resin The product is not classified as dangerous according to GHS - Fifth revised edition. 10% ~ 20% Iron oxide(Fe2O3) CAS: 1309-37-1, EC: 215-168-2 The product is not classified as dangerous according to GHS - Fifth revised edition. 1% ~ 10% Polyethylene The product is not classified as dangerous according to GHS - Fifth revised edition. 1% ~ 10% Amorphous silica AUS, S050193_en Version 8.0 Page n. 1 of 7 Revision 1.0 | 1% ~ 10% Carbon black CAS: 1333-86-4, EC: 215-609-9 The product is not classified as dangerous according to GHS - Fifth revised edition. ~ 1% Titanium dioxide CAS: 13463-67-7, EC: 236-675-5 The product is not classified as dangerous according to GHS - Fifth revised edition.",satisfied,satisfied,satisfied,violated,violated,violated,violated,0.0833,0.0112,6.50,0.0000,0.0000,0.00,False,99.9,False,0.0,True,False,none,citation is not verbatim,"cited quote does not occur verbatim on the cited page; gold is direct, prediction is derived"
sds_07.pdf,product_cas_number,NOT_APPLICABLE,NOT_STATED,,,ONTOLOGY,DIRECT,identifier_undefined_for_form,,premise,1,,Mixture identification: | Mixtures Hazardous components within the meaning of GHS regulation and related classifications:,,violated,satisfied,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_07.pdf,chemical_formula,NOT_APPLICABLE,NOT_STATED,,,ONTOLOGY,DIRECT,identifier_undefined_for_form,,premise,1,,Mixture identification: | Mixtures Hazardous components within the meaning of GHS regulation and related classifications:,,violated,satisfied,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_07.pdf,molecular_weight,NOT_APPLICABLE,NOT_STATED,,,ONTOLOGY,DIRECT,identifier_undefined_for_form,,premise,1,,Mixture identification: | Mixtures Hazardous components within the meaning of GHS regulation and related classifications:,,violated,satisfied,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_07.pdf,flash_point,NOT_APPLICABLE,NOT_STATED,,,EXPLICIT,DIRECT,,,direct,4,,Flash point: Not Relevant,,violated,satisfied,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_08.pdf,product_name,PRESENT,PRESENT,Revygold,Revygold®,EXPLICIT,DIRECT,,,direct,1,,1.1. Product identifier Revygold,,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_08.pdf,supplier_name,PRESENT,PRESENT,BASF SE,"BASF SE, BASF plc",EXPLICIT,DIRECT,,,direct,1,,Company: BASF SE | Contact address: BASF plc,,satisfied,violated,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,True,none,no citation,
sds_08.pdf,substance_or_mixture,PRESENT,PRESENT,MIXTURE,MIXTURE,EXPLICIT,DERIVED,,composition_implies_form,direct,"3,4",4,"3.1. Substances Not applicable | 3.2. Mixtures Chemical nature crop protection product, fungicide","Chemical nature crop protection product, fungicide | 3.1. Substances Not applicable | EUH208: Contains a solution of a methacrylate-based polymer. May produce an allergic reaction.",satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,1.0000,1.0000,1.00,1.0000,1.0000,1.00,False,53.2,False,0.0,True,False,system,citation is not verbatim,"cited quote does not occur verbatim on the cited page; gold is direct, prediction is derived"
sds_08.pdf,product_cas_number,NOT_APPLICABLE,NOT_STATED,,,EXPLICIT,DIRECT,,,direct,3,,3.1. Substances Not applicable,,violated,satisfied,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_08.pdf,chemical_formula,NOT_APPLICABLE,NOT_STATED,,,ONTOLOGY,DIRECT,identifier_undefined_for_form,,premise,"3,4",,"3.2. Mixtures Chemical nature crop protection product, fungicide | 3.1. Substances Not applicable",,violated,satisfied,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_08.pdf,molecular_weight,NOT_APPLICABLE,NOT_STATED,,,ONTOLOGY,DIRECT,identifier_undefined_for_form,,premise,"3,4",,"3.2. Mixtures Chemical nature crop protection product, fungicide | 3.1. Substances Not applicable",,violated,satisfied,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_08.pdf,flash_point,PRESENT,PRESENT,120 °C,120 °C,EXPLICIT,DIRECT,,,direct,9,9,Flash point: 120 °C,Flash point: 120 °C,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.0,True,False,system,,
sds_09.pdf,product_name,PRESENT,PRESENT,"VISOCOLOR HE Nitrite, refill pack","VISOCOLOR HE Nitrite, refill pack",EXPLICIT,DIRECT,,,direct,1,,"Product name VISOCOLOR HE Nitrite, refill pack",,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_09.pdf,supplier_name,PRESENT,PRESENT,MACHEREY-NAGEL GmbH & Co. KG,MACHEREY-NAGEL GmbH & Co. KG,EXPLICIT,DIRECT,,,direct,1,,Manufactured by: MACHEREY-NAGEL GmbH & Co. KG,,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_09.pdf,substance_or_mixture,PRESENT,PRESENT,MIXTURE,MIXTURE,COMPOSITION_IMPLIED,DERIVED,composition_implies_form,composition_implies_form,premise,"3,6",2,Substance name: sodium chloride CAS No.: 7647-14-5 | No data is available for the other parameters for the mixtures,"3.1 Substances or 3.2 Mixtures 23 g NO 2 -2 3.3 Remarks When not listed, mixtures are added with water [CAS No. 7732-18-5] to 100%. | 9.1 Information on basic physical and chemical properties 23 g NO 2 -2 a) State of aggregation: solid b) Colour: c) Odor: d) Melting point: no data available e) Boiling point: no data available f) Flammability: no data available g) Explosive limits (lower / upper): no data available h) Flash point: no data available i) Flashing temperature: no data available j) Decomposition temperature: no data available k) pH value: no data available l) Kinematic viscosity: no data available m) Solubility in water: no data available n) Dispersion coefficient (K o/w ): no data available o) Vapour pressure (20°C): no data available p) Specific gravity: no data available q) Relative vapour density (air=1) : no data available r) Particle size: no data available | 100 mL NO 2 -1 a) State of aggregation: liquid b) Colour: colourless c) Odor: odorless d) Melting point: no data available e) Boiling point: no data available f) Flammability: no data available g) Explosive limits (lower / upper): no data available h) Flash point: no data available i) Flashing temperature: no data available j) Decomposition temperature: no data available k) pH value: 1-2 l) Kinematic viscosity: no data available m) Solubility in water: 0-100 % n) Dispersion coefficient (K o/w ): no data available o) Vapour pressure (20°C): no data available p) Specific gravity: 1.05 g/cm³ q) Relative vapour density (air=1) : no data available r) Particle size: no data available",satisfied,satisfied,satisfied,violated,violated,satisfied,violated,0.1818,0.0168,10.00,0.0000,0.0000,0.00,False,98.7,False,0.0,True,True,none,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_09.pdf,product_cas_number,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"3,6",1,Substance name: sodium chloride CAS No.: 7647-14-5 | No data is available for the other parameters for the mixtures,A registration number for the substance(s) does not exist because the annual tonnage does not require registration or the substance or its use is excluded from registration.,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,system,"premise establishes SUBSTANCE, identifiers stay defined",
sds_09.pdf,chemical_formula,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"3,6",1,Substance name: sodium chloride CAS No.: 7647-14-5 | No data is available for the other parameters for the mixtures,A registration number for the substance(s) does not exist because the annual tonnage does not require registration or the substance or its use is excluded from registration.,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,system,"premise establishes SUBSTANCE, identifiers stay defined",
sds_09.pdf,molecular_weight,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"3,6",1,Substance name: sodium chloride CAS No.: 7647-14-5 | No data is available for the other parameters for the mixtures,A registration number for the substance(s) does not exist because the annual tonnage does not require registration or the substance or its use is excluded from registration.,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,system,"premise establishes SUBSTANCE, identifiers stay defined",
sds_09.pdf,flash_point,NO_DATA,NO_DATA,,,EXPLICIT,DIRECT,,,direct,"5,6",,h) Flash point: no data available | h) Flash point: no data available,,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_10.pdf,product_name,PRESENT,PRESENT,CIP Composites,CIP Composites,EXPLICIT,DIRECT,,,direct,1,,Product Name: CIP Composites,,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
sds_10.pdf,supplier_name,PRESENT,PRESENT,Columbia Industrial Products,Columbia Industrial Products,EXPLICIT,DIRECT,,,direct,1,,Company: Columbia Industrial Products,,satisfied,satisfied,violated,violated,violated,satisfied,violated,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,no citation,
