document,field,gold_state,predicted_state,gold_value,predicted_value,gold_derivation,predicted_derivation,gold_rule,predicted_rule,evidence_role,gold_pages,predicted_page,gold_evidence,predicted_evidence,state,value,page,span,bbox,derivation,support,span_coverage,span_iou,span_dilution,bbox_coverage,bbox_iou,bbox_dilution,verbatim,verbatim_fuzzy_score,joint_correct,confidence,gold_requires_evidence,gold_ambiguous,bbox_provenance,support_note,note
sds_05.pdf,product_cas_number,NOT_APPLICABLE,NOT_APPLICABLE,,,EXPLICIT,DERIVED,,identifier_undefined_for_form,direct,2,2,3.1. SUBSTANCES Not Applicable. This material is regulated as a mixture.,3.1. SUBSTANCES Not Applicable. This material is regulated as a mixture.,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,False,0.8,True,False,system,premise establishes MIXTURE,"gold is direct, prediction is derived"
sds_05.pdf,chemical_formula,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,2,2,This material is defined as a mixture. | 3.1. SUBSTANCES Not Applicable. This material is regulated as a mixture.,3.1. SUBSTANCES Not Applicable. This material is regulated as a mixture.,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,premise establishes MIXTURE,
sds_05.pdf,molecular_weight,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,2,2,This material is defined as a mixture. | 3.1. SUBSTANCES Not Applicable. This material is regulated as a mixture.,3.1. SUBSTANCES Not Applicable. This material is regulated as a mixture.,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,premise establishes MIXTURE,
sds_05.pdf,flash_point,PRESENT,PRESENT,>225°C (437°F) [ASTM D-92],>225°C (437°F) [ASTM D-92] Upper/Lower Flammable Limits (Approximate volume % in air),EXPLICIT,DIRECT,,,direct,"3,7",3,Flash Point [Method]: >225°C (437°F) [ASTM D-92] | Flash Point [Method]: >225°C (437°F) [ASTM D-92],Flash Point [Method]: >225°C (437°F) [ASTM D-92] Upper/Lower Flammable Limits (Approximate volume % in air):,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,1.0000,0.4667,2.14,1.0000,0.4247,2.35,True,0.0,False,0.9,True,False,system,,
sds_06.pdf,product_name,PRESENT,NOT_STATED,"Wood and Wood Dust (without chemical treatments or resins/additives), including Untreated Lumber (all species and grades), Logs, Chips, and Sawdust",,EXPLICIT,DIRECT,,,direct,1,,"TRADE NAME(S): Wood and Wood Dust (without chemical treatments or resins/additives), including Untreated Lumber (all species and grades), Logs, Chips, and Sawdust",,violated,violated,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_06.pdf,supplier_name,PRESENT,PRESENT,Weyerhaeuser,Weyerhaeuser,EXPLICIT,DIRECT,,,direct,1,1,MANUFACTURER'S NAME: Weyerhaeuser,MANUFACTURER'S NAME: Weyerhaeuser,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.85,True,False,system,,
sds_06.pdf,substance_or_mixture,NOT_STATED,NOT_STATED,,,ABSENT,DIRECT,,,direct,,,,,satisfied,satisfied,n/a,n/a,n/a,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,True,0.0,False,False,none,,
sds_06.pdf,product_cas_number,NOT_STATED,NOT_STATED,,,ABSENT,DIRECT,,,direct,,,,,satisfied,satisfied,n/a,n/a,n/a,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,True,0.0,False,False,none,,
sds_06.pdf,chemical_formula,NOT_STATED,NOT_STATED,,,ABSENT,DIRECT,,,direct,,,,,satisfied,satisfied,n/a,n/a,n/a,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,True,0.0,False,False,none,,
sds_06.pdf,molecular_weight,NOT_STATED,NOT_STATED,,,ABSENT,DIRECT,,,direct,,,,,satisfied,satisfied,n/a,n/a,n/a,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,True,0.0,False,False,none,,
sds_06.pdf,flash_point,NOT_APPLICABLE,NO_DATA,,,EXPLICIT,DIRECT,,,direct,5,5,Flash Point: NAP,"Flash Point: NAP Evaporation Rate: NAP Flammability: NAV Lower/Upper Explosive Limits: 40,000 mg of",violated,satisfied,satisfied,violated,violated,satisfied,satisfied,1.0000,0.2143,4.67,1.0000,0.2433,4.11,True,0.0,False,0.9,True,False,system,,
sds_07.pdf,product_name,PRESENT,PRESENT,Standard Capacity T/C (Cyan) S050193,Mixture identification,EXPLICIT,DIRECT,,,direct,1,1,Trade name: Standard Capacity T/C (Cyan) S050193,Product identifier Mixture identification:,satisfied,violated,satisfied,violated,violated,satisfied,satisfied,0.0000,0.0000,0.57,0.0481,0.0293,0.69,True,0.0,False,0.9,True,False,system,,
sds_07.pdf,supplier_name,PRESENT,NOT_STATED,EPSON Australia Pty Limited,,EXPLICIT,DIRECT,,,direct,1,,Supplier in Astralia: EPSON Australia Pty Limited | Supplier in New Zealand: EPSON New Zealand Pty Limited,,violated,violated,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,True,none,,
sds_07.pdf,substance_or_mixture,PRESENT,PRESENT,MIXTURE,MIXTURE,EXPLICIT,DIRECT,,,direct,1,1,Mixture identification: | Mixtures Hazardous components within the meaning of GHS regulation and related classifications:,Mixture identification:,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,,
sds_07.pdf,product_cas_number,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,1,1,Mixture identification: | Mixtures Hazardous components within the meaning of GHS regulation and related classifications:,Mixture identification:,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,premise establishes MIXTURE,
sds_07.pdf,chemical_formula,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,1,1,Mixture identification: | Mixtures Hazardous components within the meaning of GHS regulation and related classifications:,Mixture identification:,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,premise establishes MIXTURE,
sds_07.pdf,molecular_weight,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,1,1,Mixture identification: | Mixtures Hazardous components within the meaning of GHS regulation and related classifications:,Mixture identification:,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,premise establishes MIXTURE,
sds_07.pdf,flash_point,NOT_APPLICABLE,NO_DATA,,,EXPLICIT,DIRECT,,,direct,4,4,Flash point: Not Relevant,Flash point: Not Relevant Evaporation rate: No data available Vapour pressure: No data available,violated,satisfied,satisfied,violated,violated,satisfied,satisfied,1.0000,0.2857,3.50,1.0000,0.3463,2.89,True,0.0,False,0.9,True,False,system,,
sds_08.pdf,product_name,PRESENT,PRESENT,Revygold,Revygold® (ID no. 30703727/SDS_CPA_GB/EN) Date of print 03.02.2026 SECTION 1: Identification of,EXPLICIT,DIRECT,,,direct,1,1,1.1. Product identifier Revygold,Product: Revygold® (ID no. 30703727/SDS_CPA_GB/EN) Date of print 03.02.2026 SECTION 1: Identification of,satisfied,violated,satisfied,violated,violated,satisfied,satisfied,0.2500,0.0625,3.25,0.0000,0.0000,8.87,True,0.0,False,0.9,True,False,system,,
sds_08.pdf,supplier_name,PRESENT,PRESENT,BASF SE,BASF SE,EXPLICIT,DIRECT,,,direct,1,1,Company: BASF SE | Contact address: BASF plc,Company: BASF SE,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.85,True,True,system,,
sds_08.pdf,substance_or_mixture,PRESENT,PRESENT,MIXTURE,MIXTURE,EXPLICIT,DIRECT,,,direct,"3,4",4,"3.1. Substances Not applicable | 3.2. Mixtures Chemical nature crop protection product, fungicide",3.2. Mixtures,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,0.2500,0.2500,0.25,0.0861,0.0861,0.09,True,0.0,False,0.8,True,False,system,,
sds_08.pdf,product_cas_number,NOT_APPLICABLE,NOT_APPLICABLE,,,EXPLICIT,DERIVED,,identifier_undefined_for_form,direct,3,4,3.1. Substances Not applicable,3.2. Mixtures,satisfied,satisfied,violated,violated,violated,violated,satisfied,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.8,True,False,system,premise establishes MIXTURE,"gold is direct, prediction is derived"
sds_08.pdf,chemical_formula,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"3,4",4,"3.2. Mixtures Chemical nature crop protection product, fungicide | 3.1. Substances Not applicable",3.2. Mixtures,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,0.2500,0.2500,0.25,0.0861,0.0861,0.09,True,0.0,False,0.8,True,False,system,premise establishes MIXTURE,
sds_08.pdf,molecular_weight,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"3,4",4,"3.2. Mixtures Chemical nature crop protection product, fungicide | 3.1. Substances Not applicable",3.2. Mixtures,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,0.2500,0.2500,0.25,0.0861,0.0861,0.09,True,0.0,False,0.8,True,False,system,premise establishes MIXTURE,
sds_08.pdf,flash_point,PRESENT,NOT_APPLICABLE,120 °C,,EXPLICIT,DIRECT,,,direct,9,9,Flash point: 120 °C,Flash point: 120 °C Evaporation rate: not applicable Flammability: not applicable Lower explosion limit:,violated,violated,satisfied,violated,violated,satisfied,satisfied,1.0000,0.2857,3.50,1.0000,0.1602,6.24,True,0.0,False,0.9,True,False,system,,
sds_09.pdf,product_name,PRESENT,PRESENT,"VISOCOLOR HE Nitrite, refill pack",REF 920163,EXPLICIT,DIRECT,,,direct,1,1,"Product name VISOCOLOR HE Nitrite, refill pack",Product identifier REF 920163,satisfied,violated,satisfied,violated,violated,satisfied,satisfied,0.1429,0.1000,0.57,0.0000,0.0000,1.69,True,0.0,False,0.9,True,False,system,,
sds_09.pdf,supplier_name,PRESENT,PRESENT,MACHEREY-NAGEL GmbH & Co. KG,MACHEREY-NAGEL GmbH & Co. KG Valencienner,EXPLICIT,DIRECT,,,direct,1,1,Manufactured by: MACHEREY-NAGEL GmbH & Co. KG,Manufactured by: MACHEREY-NAGEL GmbH & Co. KG Valencienner,satisfied,violated,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,0.8750,1.14,1.0000,0.6666,1.50,True,0.0,False,0.85,True,False,system,,
sds_09.pdf,substance_or_mixture,PRESENT,PRESENT,MIXTURE,MIXTURE,COMPOSITION_IMPLIED,DIRECT,composition_implies_form,,premise,"3,6",2,Substance name: sodium chloride CAS No.: 7647-14-5 | No data is available for the other parameters for the mixtures,3.1 Substances or 3.2 Mixtures,satisfied,satisfied,violated,violated,violated,violated,undecidable,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.8,True,True,system,cited span declares no product form,"gold is derived, prediction is direct"
sds_09.pdf,product_cas_number,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"3,6",2,Substance name: sodium chloride CAS No.: 7647-14-5 | No data is available for the other parameters for the mixtures,3.1 Substances or 3.2 Mixtures,satisfied,satisfied,violated,violated,violated,satisfied,undecidable,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.8,True,False,system,cited premises do not establish a product form,
sds_09.pdf,chemical_formula,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"3,6",2,Substance name: sodium chloride CAS No.: 7647-14-5 | No data is available for the other parameters for the mixtures,3.1 Substances or 3.2 Mixtures,satisfied,satisfied,violated,violated,violated,satisfied,undecidable,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.8,True,False,system,cited premises do not establish a product form,
sds_09.pdf,molecular_weight,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"3,6",2,Substance name: sodium chloride CAS No.: 7647-14-5 | No data is available for the other parameters for the mixtures,3.1 Substances or 3.2 Mixtures,satisfied,satisfied,violated,violated,violated,satisfied,undecidable,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.8,True,False,system,cited premises do not establish a product form,
sds_09.pdf,flash_point,NO_DATA,NOT_STATED,,,EXPLICIT,DIRECT,,,direct,"5,6",,h) Flash point: no data available | h) Flash point: no data available,,violated,satisfied,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
